index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
hope,6.596455436467403e-06,0.0007449001856820339,0.0015376369754769544,0.00017078095511895456,positive,11-2021,2.0
learn,6.596366455620864e-06,0.0007881823506463656,1.1151212679877865e-05,0.0005711612127496801,positive,11-2021,2.0
tend,6.59583815783204e-06,0.0011984423385922652,1.1112847462002803e-05,6.0907172840288055e-06,positive,11-2021,2.0
fitness,6.5957563276602115e-06,5.2558682817536446e-06,0.004154274246992624,6.061416533349812e-06,positive,11-2021,2.0
leader,6.595488221033249e-06,5.23485601233744e-06,0.0013918880338518542,0.0008070508335015894,positive,11-2021,2.0
grill,6.5954756799040325e-06,5.237715847141075e-06,0.0021915148255476713,6.061075932713134e-06,positive,11-2021,2.0
feature,6.595216778328723e-06,5.276200562891761e-06,0.0004791000958650406,0.0019106342264966958,positive,11-2021,2.0
sort,6.5950734267533525e-06,0.006958264180109792,1.0973931525956354e-05,6.083599231066932e-06,positive,11-2021,2.0
hop,6.59394852670874e-06,0.0009615795944493477,1.0963556866095079e-05,0.00022032761881315185,positive,11-2021,2.0
club,6.593463836904063e-06,0.000616718550239082,0.001069971859989051,6.11936253179957e-06,positive,11-2021,2.0
parlay,6.593243388941363e-06,5.286072869005604e-06,1.0911489166116655e-05,0.0010872061024567716,positive,11-2021,2.0
chicago,6.592881353766601e-06,0.0002683337530468167,0.0018019485225374626,6.198486468170193e-06,positive,11-2021,2.0
pull,6.5926774822697205e-06,0.0009909531077094216,1.0977856989944854e-05,6.087764491485062e-06,positive,11-2021,2.0
absolutely,6.592332684894352e-06,0.0013002920782759684,1.1178628649144902e-05,0.00018851750846209556,positive,11-2021,2.0
player,6.592285453665376e-06,5.291736431321974e-06,1.0963847718965483e-05,0.004181049695103563,positive,11-2021,2.0
security,6.592049519580951e-06,5.192455219010903e-06,0.002028079388170355,6.04438364833387e-06,positive,11-2021,2.0
nothing,6.591929249087612e-06,0.0009390330481019339,1.1013767620914e-05,6.10389615624267e-06,positive,11-2021,2.0
something,6.591618199782215e-06,0.005090193938228841,1.1064733788195706e-05,6.087157379252835e-06,positive,11-2021,2.0
slot,6.591432552844137e-06,5.286092939561733e-06,1.1010255007970172e-05,0.0011171909793479362,positive,11-2021,2.0
white,6.5914228277602926e-06,0.00020303513027109365,0.00139414125019312,6.094242122129358e-06,positive,11-2021,2.0
guy,6.590824484910143e-06,0.002677367167436436,1.1017738182099488e-05,6.066254903383309e-06,positive,11-2021,2.0
mobile,6.590389976099216e-06,5.237536121740086e-06,1.0944129009926682e-05,0.0021085270863084355,positive,11-2021,2.0
tech,6.589831099352381e-06,5.275070087355323e-06,1.096962190423713e-05,0.0010871899443034504,positive,11-2021,2.0
maybe,6.58828751352518e-06,0.011265114264842963,1.1007129556452719e-05,6.059082854245089e-06,positive,11-2021,2.0
online,6.588113689020404e-06,5.269459353742011e-06,1.1022025558852536e-05,0.004271160216468539,positive,11-2021,2.0
risk,6.587401703039099e-06,5.281696268125652e-06,0.006498633824245256,6.09116894812364e-06,positive,11-2021,2.0
potentially,6.587350170983111e-06,0.0014113150178064917,1.1019660992256192e-05,9.011032293700391e-05,positive,11-2021,2.0
might,6.587188163439098e-06,0.003896709016223378,1.1062114466364212e-05,6.119779867814675e-06,positive,11-2021,2.0
everything,6.586600629838101e-06,0.0017950792957984558,1.1186229102682364e-05,6.167352581059704e-06,positive,11-2021,2.0
arizona,6.586546996674358e-06,5.307074901097184e-06,1.1073846738601205e-05,0.0015977385606380317,positive,11-2021,2.0
chicken,6.585839523977996e-06,0.0017173420805560787,1.1075326358760195e-05,6.116581145653864e-06,positive,11-2021,2.0
different,6.585030610648074e-06,0.00464165864965438,0.0013885252376276385,0.0006075620419985003,positive,11-2021,2.0
develop,6.584519184268153e-06,5.302329131509648e-06,0.0014461246272737599,0.0017383073181503938,positive,11-2021,2.0
anything,6.5834087038142005e-06,0.003792994728635459,1.1039561948908048e-05,6.060448563658146e-06,positive,11-2021,2.0
interactive,6.583276200390738e-06,5.243534704988795e-06,1.0958986027691021e-05,0.0014476901463506163,positive,11-2021,2.0
population,6.582106448835724e-06,5.370549536053611e-06,1.1022592683978673e-05,0.0012372455639227155,positive,11-2021,2.0
conference,6.581645944871454e-06,5.2123508189267645e-06,0.0032820539519522528,6.050553859474235e-06,positive,11-2021,2.0
curious,6.581282040532125e-06,0.002314172368044758,1.0978083633080647e-05,6.0590961891249846e-06,positive,11-2021,2.0
definitely,6.580170791287043e-06,0.0019248963223824675,1.1095582684026947e-05,6.115576736006995e-06,positive,11-2021,2.0
interesting,6.579900045299789e-06,0.0009390098398566161,1.106090948664429e-05,6.115828500077368e-06,positive,11-2021,2.0
folk,6.578971702248033e-06,0.001562479036733478,0.00022750229611580902,6.105420653265597e-06,positive,11-2021,2.0
bet,6.578935714512517e-06,5.239353718598087e-06,1.0938350303053218e-05,0.005322567395855519,positive,11-2021,2.0
guess,6.578888532390385e-06,0.004675157580536627,1.0971735069728245e-05,6.056655373732635e-06,positive,11-2021,2.0
database,6.578081673877517e-06,5.26546424817796e-06,1.0951585216761814e-05,0.0014176359480972496,positive,11-2021,2.0
stuff,6.577673342504901e-06,0.0009909541026715356,1.1025922927587186e-05,6.073895401271286e-06,positive,11-2021,2.0
airbnb,6.576683300328077e-06,0.0004445593799713014,0.0025767377030260067,6.127555869120318e-06,positive,11-2021,2.0
seem,6.576516271502654e-06,0.0025995744383092473,1.0974863654805265e-05,6.054703299299611e-06,positive,11-2021,2.0
community,6.576493515399832e-06,5.326798690868599e-06,0.0030091478824406893,6.085381130656011e-06,positive,11-2021,2.0
wonder,6.576080882778238e-06,0.002988720298981147,1.0979830527806089e-05,6.0828938164326e-06,positive,11-2021,2.0
wait,6.57601200062811e-06,0.0010994415743104055,1.098109180308029e-05,0.00018087508918809055,positive,11-2021,2.0
money,6.575470013861621e-06,0.0016064808205664889,1.1002201351421041e-05,0.0005250056529760472,positive,11-2021,2.0
else,6.575174470911983e-06,0.001587627752336274,1.1086697766203087e-05,6.1088138596016766e-06,positive,11-2021,2.0
awareness,6.575015695121755e-06,9.568061169680153e-05,0.00041847969017738505,0.00135878179473419,positive,11-2021,2.0
foundation,6.574993046963588e-06,5.2664966925316315e-06,0.0008863265731517274,0.0005749195293909375,positive,11-2021,2.0
draftkings,6.574900916939078e-06,5.215011234624268e-06,1.1284179088229896e-05,0.0011772128306019626,positive,11-2021,2.0
executive,6.573874572733784e-06,5.203628022972899e-06,0.0033365601737733626,6.076575934797148e-06,positive,11-2021,2.0
whatever,6.5735307025575675e-06,0.0009131402930439109,1.100300925563523e-05,6.0664277745569625e-06,positive,11-2021,2.0
host,6.573172051893907e-06,5.2297903580483955e-06,0.005844496123688015,6.093512756073701e-06,positive,11-2021,2.0
helpful,6.57260337049941e-06,0.002884958811027743,1.0983987383523743e-05,6.063216959839283e-06,positive,11-2021,2.0
got,6.572512435227998e-06,0.0014060857372892792,1.0969276990392047e-05,6.092944771026164e-06,positive,11-2021,2.0
reward,6.572427803792677e-06,5.255420503681826e-06,1.0970924704154938e-05,0.0015978680177462807,positive,11-2021,2.0
sportsbook,6.571180686966408e-06,5.228615279664788e-06,1.0953963978482228e-05,0.0009971565072907553,positive,11-2021,2.0
culture,6.5707168852247456e-06,5.238324019253923e-06,0.002191414618248341,6.13829025074846e-06,positive,11-2021,2.0
relation,6.57023461611074e-06,5.19670320619857e-06,0.002355267572844671,6.0291341336976354e-06,positive,11-2021,2.0
pennsylvania,6.569284105888025e-06,5.243480966202774e-06,1.0955266292366651e-05,0.0009971403188088555,positive,11-2021,2.0
illinois,6.569276648429262e-06,5.30795177100227e-06,0.0002873578328346613,0.0012653156372504366,positive,11-2021,2.0
ontario,6.569187564056739e-06,5.357993064289609e-06,1.0973530458412755e-05,0.0011171483750795179,positive,11-2021,2.0
understood,6.5687822038407145e-06,0.0008353502444052849,1.0980472353637983e-05,6.031799017767866e-06,positive,11-2021,2.0
barstool,6.568529756802829e-06,5.2642573885193055e-06,1.0944386827324649e-05,0.0010271606022403783,positive,11-2021,2.0
indiana,6.564943921730356e-06,0.00031230869759603093,1.1119408047551524e-05,0.0008518121826542902,positive,11-2021,2.0
bros,6.564101615793766e-06,5.207679056678673e-06,0.0018098592533241887,6.12478447705482e-06,positive,11-2021,2.0
sandwich,6.563120470250553e-06,5.4627059425318486e-06,0.0022997830157059705,6.257890237813984e-06,positive,11-2021,2.0
michigan,6.562760907431228e-06,5.268105203020031e-06,1.1039255141671022e-05,0.001087184477176118,positive,11-2021,2.0
jersey,6.561368205403399e-06,5.265883544106714e-06,1.091508377640194e-05,0.001477746207027127,positive,11-2021,2.0
president,6.552751158031827e-06,5.192624910880947e-06,0.002791470679229006,6.035774688510287e-06,positive,11-2021,2.0
sec,6.552386732287712e-06,5.200630525753675e-06,0.002791495891226629,6.012950541766253e-06,positive,11-2021,2.0
filing,6.551303112385324e-06,5.189308991071869e-06,0.002573436714811868,6.010765147975285e-06,positive,11-2021,2.0
differ,6.55066134881373e-06,5.204976788113957e-06,0.0027369582269717325,6.018029384550138e-06,positive,11-2021,2.0
continue,0.019484241117870373,6.137587505065415e-06,0.014550648960699065,0.005080857204577283,positive,02-2021,31.0
brand,0.01777209884476071,6.120596976440723e-06,0.0035875725327307964,1.1489045755394338e-05,positive,02-2021,31.0
new,0.015869780744676598,0.004485264909047254,0.011036136001770287,0.0006631210219334185,positive,02-2021,31.0
team,0.014257255990349688,6.077656461080984e-06,8.765518768099324e-06,0.00083415610972505,positive,02-2021,31.0
guest,0.014209598908890793,6.088439034906792e-06,8.747706974005125e-06,1.1645844031694496e-05,positive,02-2021,31.0
customer,0.012841821702850208,0.002848540369937326,8.80692584041118e-06,1.1515066188333071e-05,positive,02-2021,31.0
growth,0.011839608883823932,6.107772527392229e-06,0.014535208150404875,1.159524807355759e-05,positive,02-2021,31.0
opportunity,0.010470306102884437,0.003789070327335916,8.774036477451357e-06,1.1588792377813308e-05,positive,02-2021,31.0
drive,0.009654348210809521,0.0006191571432705814,0.007839131383577457,0.00350837139351633,positive,02-2021,31.0
focus,0.009647175084853736,0.0004906363852171312,8.806934850287333e-06,0.00034726095816059395,positive,02-2021,31.0
digital,0.009030622914225132,6.0510153713233905e-06,8.767683497901326e-06,1.1463568799794396e-05,positive,02-2021,31.0
restaurant,0.008911981398353898,0.0009643916938994596,0.015152497902015274,1.1590934749862213e-05,positive,02-2021,31.0
delivery,0.00823132498180789,6.121056329370395e-06,0.0018069606990512765,1.1610868937652728e-05,positive,02-2021,31.0
time,0.00819333440225125,0.011317036493671008,0.001576108264474654,0.0018961462515971414,positive,02-2021,31.0
experience,0.007789926445659235,0.0007289335072009134,0.001378567909326107,1.156512403324536e-05,positive,02-2021,31.0
long,0.007387263102490983,0.003024268278354215,8.823943556170107e-06,1.163636274379332e-05,positive,02-2021,31.0
value,0.007107729975100946,6.105916760760219e-06,8.710792484247802e-06,1.1642125097174105e-05,positive,02-2021,31.0
work,0.007034613876977141,0.00447443400081359,8.784467549870848e-06,0.0016523841924486666,positive,02-2021,31.0
great,0.00699767992622184,0.007643755677159775,8.835087876470812e-06,1.1612713663655612e-05,positive,02-2021,31.0
franchisees,0.006952692187804059,6.0988998000621556e-06,8.77008937543566e-06,1.1531154301559858e-05,positive,02-2021,31.0
strong,0.006766481848993005,6.088942465348567e-06,0.007936190413998326,0.0014256703889628899,positive,02-2021,31.0
build,0.006549044732278202,0.0015009483492030627,8.770418502887995e-06,1.1520291654380264e-05,positive,02-2021,31.0
product,0.00615229870457763,6.148899095626363e-06,0.001464123104841703,1.164900094575537e-05,positive,02-2021,31.0
believe,0.006050702786434262,0.002698555205512735,0.0013149309105650185,0.0019256804924360647,positive,02-2021,31.0
pandemic,0.005918113927893247,0.001208530127205232,0.00435156800415692,0.004575474972975838,positive,02-2021,31.0
strategy,0.005677887960316825,0.00017504703975678741,8.758497043946672e-06,0.0016296543521557906,positive,02-2021,31.0
development,0.005452018472281713,0.0007697302069288014,0.0013273645630681164,0.0009902893256939053,positive,02-2021,31.0
look,0.005415521918977103,0.021880981956371323,0.001392487334442828,0.0015196330608054304,positive,02-2021,31.0
investment,0.005396701196437817,0.00038553109544129294,0.00020646061105336478,0.0027916078050704155,positive,02-2021,31.0
order,0.005377556465637785,0.0002687206630895301,8.852135736161647e-06,1.1606666359146868e-05,positive,02-2021,31.0
way,0.005366357743219667,0.008080271800411428,8.745188630841055e-06,1.154253596596824e-05,positive,02-2021,31.0
across,0.005349201760333515,0.0012686061836478027,0.0036018946872905322,1.161855862281784e-05,positive,02-2021,31.0
program,0.005287100636492149,6.166074799149746e-06,0.00012183608978357285,0.0008121574661460782,positive,02-2021,31.0
menu,0.005122918564992709,6.079588642372563e-06,8.806930192548023e-06,1.1577480916096223e-05,positive,02-2021,31.0
grow,0.005080307975702928,6.108228756144998e-06,0.0057507313981704986,1.1556554488050882e-05,positive,02-2021,31.0
support,0.00507036825729062,6.063576221194409e-06,8.977556764221097e-06,0.0013019951311324033,positive,02-2021,31.0
technology,0.004712209583828889,6.045934243757828e-06,8.74611594687654e-06,0.000366772364649008,positive,02-2021,31.0
service,0.0046340280505590345,0.0009822134371869093,0.0011979434790469277,0.0012901515314006188,positive,02-2021,31.0
position,0.004620524482763001,6.119002102718059e-06,0.0001241952815167004,0.0039081349878746985,positive,02-2021,31.0
lot,0.004578325443549822,0.013532132191719358,8.721542843865492e-06,1.1441367005804663e-05,positive,02-2021,31.0
partner,0.004440673758913742,6.059520321079154e-06,8.788671099626535e-06,1.1581437434827496e-05,positive,02-2021,31.0
important,0.004392552729247435,0.0012520988759359168,8.88298019801933e-06,0.0005722276176217538,positive,02-2021,31.0
platform,0.004347758525018626,6.04587950542092e-06,8.709693085917543e-06,1.1487108264299978e-05,positive,02-2021,31.0
initiative,0.004329217641366237,6.055640039364434e-06,8.744018948562816e-06,0.0016377543122486913,positive,02-2021,31.0
able,0.004261178572060861,0.0044230377482020015,8.784203804780887e-06,1.1659104423086487e-05,positive,02-2021,31.0
many,0.004176359584620254,0.001848797689623743,0.0016787856976093229,0.0005277480803784584,positive,02-2021,31.0
share,0.004175066923896955,0.0011502954029724794,0.0007908644310419874,0.009913255363859142,positive,02-2021,31.0
invest,0.00416221857043088,6.049529745598668e-06,8.76737107471268e-06,0.0004653740138083869,positive,02-2021,31.0
industry,0.0041543584442755984,0.0018336100552887604,0.001433160506510894,1.1546256360117253e-05,positive,02-2021,31.0
excite,0.004037517965024285,6.119043622459634e-06,8.764840923034092e-06,1.1485598690349697e-05,positive,02-2021,31.0
challenge,0.003988974304371748,6.116545174355481e-06,9.06426525284843e-06,0.0003275872755566863,positive,02-2021,31.0
around,0.00398178448734193,0.007118806670943314,0.0015935739101243184,1.1688763168178994e-05,positive,02-2021,31.0
deliver,0.003934656545573702,6.11810402767673e-06,0.001744322312271904,1.1672001711829827e-05,positive,02-2021,31.0
launch,0.0038825117176339956,6.087242927941722e-06,0.0028501723990140048,1.1431021259107452e-05,positive,02-2021,31.0
area,0.0038747802641491557,0.0011247117562793313,8.829777966747839e-06,0.000513027838843673,positive,02-2021,31.0
world,0.003852753157416394,0.0015888673640609065,8.810671760780615e-06,1.1479805377269305e-05,positive,02-2021,31.0
food,0.003844347980398066,6.098642757257831e-06,8.767908843766156e-06,0.00042261289826190735,positive,02-2021,31.0
marketing,0.0038306082693504175,0.001183545405491285,0.0006370408936505696,0.0027800388699786693,positive,02-2021,31.0
environment,0.0038071508856693907,0.0016590617997110496,8.854970135086075e-06,0.002236240394688063,positive,02-2021,31.0
app,0.0037584765768697193,6.104201126574402e-06,8.75403336762867e-06,1.1396496861354119e-05,positive,02-2021,31.0
plan,0.0037582662527690914,0.0014833981828167762,8.745629197260293e-06,0.0038545221659687166,positive,02-2021,31.0
improve,0.0037518731420967057,6.100067999352759e-06,0.004101230916546585,0.0018967765158118223,positive,02-2021,31.0
help,0.0037431542176027434,0.0031612191269716023,0.0012970058919568631,1.1645021086345526e-05,positive,02-2021,31.0
remain,0.003620893232272212,6.1014721140487165e-06,0.004350510659932116,0.004025561125785301,positive,02-2021,31.0
progress,0.0035684123221911696,0.00037387525715799896,0.0008617830849892004,0.0005237467418544015,positive,02-2021,31.0
channel,0.0034402075670274725,6.08134375830924e-06,0.0005366276602919367,1.1504488593862675e-05,positive,02-2021,31.0
